,Location,Dis No,Lat,Long
1738, Indiana,2008-0131-USA,40,-86.25
1739, Illinois,2008-0131-USA,40,-89.25
1740, Ohio,2008-0131-USA,40.25,-83
1741, Kentucky,2008-0131-USA,-30.77,151.45
1742, Oklahoma,2008-0131-USA,35.49,-97.5
1743, Iowa,2008-0131-USA,42,-93.5
1744, Wisconsin,2008-0131-USA,44.5,-90
1746,Illinois,2008-0627-USA,40,-89.25
1747, Iowa,2008-0627-USA,42,-93.5
1748, Kansas,2008-0627-USA,38.5,-98.5
1749, Michigan,2008-0627-USA,44.25,-85.5
1750, Minnesota,2008-0627-USA,46.25,-94.25
1751, Missouri,2008-0627-USA,38.25,-92.5
1752, Nebraska,2008-0627-USA,41.5,-99.75
1754,Florida,2008-0338-USA,28.75,-82.5
1755, Georgia,2008-0338-USA,32.75,-83.5
1756, Alabama,2008-0338-USA,32.75,-86.75
1758,Galveston,2008-0384-USA,29.37,-94.97
1759, Brazoria,2008-0384-USA,29.04,-95.57
1760, Harris,2008-0384-USA,45.59,-92.97
1763, Louisiana,2008-0384-USA,31,-92
1764, Tennessee,2008-0384-USA,35.75,-86.25
1765, Arkansas,2008-0384-USA,34.75,-92.5
1766, Ohio,2008-0384-USA,40.25,-83
1767, Indiana,2008-0384-USA,40,-86.25
1768, Illinois,2008-0384-USA,40,-89.25
1769, Missouri,2008-0384-USA,38.25,-92.5
1770, Kentucky,2008-0384-USA,-30.77,151.45
1771, Pennsylvania,2008-0384-USA,40.27,-76.91
1773,Arkansas,2008-0599-USA,34.75,-92.5
1774, Illinois,2008-0599-USA,40,-89.25
1775, Indiana,2008-0599-USA,40,-86.25
1776, Kentucky,2008-0599-USA,-30.77,151.45
1777, Missouri,2008-0599-USA,38.25,-92.5
1778, New York,2008-0599-USA,40.71,-74.01
1779, Ohio,2008-0599-USA,40.25,-83
1780, Tennessee,2008-0599-USA,35.75,-86.25
1781, Alabama,2008-0599-USA,32.75,-86.75
1783,Arkansas,2008-0601-USA,34.75,-92.5
1784, Oklahoma,2008-0601-USA,35.49,-97.5
1787,Massachusetts,2008-0654-USA,42.37,-71.11
1788, New York,2008-0654-USA,40.71,-74.01
1789, Maine,2008-0654-USA,45.5,-69.25
1790, New Hampshire,2008-0654-USA,43.67,-71.5
1792,Maine,2008-0563-USA,45.5,-69.25
1793, Massachusetts,2008-0563-USA,42.37,-71.11
1794, New Hampshire,2008-0563-USA,43.67,-71.5
1795, New York,2008-0563-USA,40.71,-74.01
1804,Arkansas,2008-0600-USA,34.75,-92.5
1805, California,2008-0600-USA,38.3,-76.51
1806, Colorado,2008-0600-USA,-22.84,-51.97
1807, Illinois,2008-0600-USA,40,-89.25
1808, Indiana,2008-0600-USA,40,-86.25
1809, Kansas,2008-0600-USA,38.5,-98.5
1810, Michigan,2008-0600-USA,44.25,-85.5
1811, Missouri,2008-0600-USA,38.25,-92.5
1812, New York,2008-0600-USA,40.71,-74.01
1813, Ohio,2008-0600-USA,40.25,-83
1814, Oklahoma,2008-0600-USA,35.49,-97.5
1815, Oregon,2008-0600-USA,44,-120.5
1816, Washington,2008-0600-USA,47.5,-120.5
1818,Louisiana,2008-0352-USA,31,-92
1819, Mississippi,2008-0352-USA,32.75,-89.75
1820, Texas,2008-0352-USA,31.25,-99.25
1822,Florida,2008-0378-USA,28.75,-82.5
1823, North Carolina,2008-0378-USA,35.5,-80
1826,Los Angeles,2008-0524-USA,34.05,-118.24
1827, Orange,2008-0524-USA,33.79,-117.85
1828, Riverside,2008-0524-USA,33.95,-117.4
1830,Dallas,2009-0244-USA,32.77,-96.78
1831, Tarrant,2009-0244-USA,33.58,-86.77
1832, Harris,2009-0244-USA,45.59,-92.97
1833, Galveston,2009-0244-USA,29.3,-94.8
1835,Texas,2009-0140-USA,31.25,-99.25
1836, Oklahoma,2009-0140-USA,35.49,-97.5
1837, Arkansas,2009-0140-USA,34.75,-92.5
1838, Alabama,2009-0140-USA,32.75,-86.75
1839, Georgia,2009-0140-USA,32.75,-83.5
1840, Kentucky,2009-0140-USA,-30.77,151.45
1841, Louisiana,2009-0140-USA,31,-92
1842, Missouri,2009-0140-USA,38.25,-92.5
1843, South Carolina,2009-0140-USA,34,-81
1845,Virginia,2009-0184-USA,37.55,-77.45
1847,North Dakota,2009-0106-USA,47.5,-100
1850,Texas,2009-0056-USA,31.25,-99.25
1851, Pennsylvania,2009-0056-USA,40.27,-76.91
1852, Oklahoma,2009-0056-USA,35.49,-97.5
1853, Kentucky,2009-0056-USA,-30.77,151.45
1854, Missouri,2009-0056-USA,38.25,-92.5
1855, Arkansas,2009-0056-USA,34.75,-92.5
1858,Texas,2009-0601-USA,31.25,-99.25
1859, Nebraska,2009-0601-USA,41.5,-99.75
1860, Oklahoma,2009-0601-USA,35.49,-97.5
1861, Kansas,2009-0601-USA,38.5,-98.5
1862, North Carolina,2009-0601-USA,35.5,-80
1863, Alabama,2009-0601-USA,32.75,-86.75
1864, Missouri,2009-0601-USA,38.25,-92.5
1865, Arkansas,2009-0601-USA,34.75,-92.5
1866, Pennsylvania,2009-0601-USA,40.27,-76.91
1867, Tennessee,2009-0601-USA,35.75,-86.25
1868, Mississippi,2009-0601-USA,32.75,-89.75
1869, South Carolina,2009-0601-USA,34,-81
1871,Texas,2009-0644-USA,31.25,-99.25
1872, Missouri,2009-0644-USA,38.25,-92.5
1874,Denver,2009-0603-USA,39.74,-104.98
1875, Wheat Ridge,2009-0603-USA,39.77,-105.08
1876, Lakewood,2009-0603-USA,39.7,-105.08
1879,Ohio,2009-0287-USA,40.25,-83
1880, Oklahoma,2009-0287-USA,35.49,-97.5
1881, Kentucky,2009-0287-USA,-30.77,151.45
1882, Texas,2009-0287-USA,31.25,-99.25
1883, Tennessee,2009-0287-USA,35.75,-86.25
1884, Pennsylvania,2009-0287-USA,40.27,-76.91
1885, West Virginia,2009-0287-USA,38.5,-80.5
1886, Maryland,2009-0287-USA,39,-76.75
1888,Kent,2009-0477-USA,51.17,0.67
1890, Atlantic,2009-0477-USA,41.4,-95.01
1891, Burlington,2009-0477-USA,43.39,-79.84
1892, Cape May,2009-0477-USA,38.94,-74.91
1893, Cumberland,2009-0477-USA,41.97,-71.43
1894, Monmouth,2009-0477-USA,44.85,-123.23
1896, Virginia,2009-0477-USA,37.55,-77.45
1897, New York,2009-0477-USA,40.71,-74.01
1898, North Carolina,2009-0477-USA,35.5,-80
1901,Illinois,2009-0604-USA,40,-89.25
1903,Alabama,2009-0599-USA,32.75,-86.75
1904, North Carolina,2009-0599-USA,35.5,-80
1905, South Dakota,2009-0599-USA,44.5,-100.25
1906, Pennsylvania,2009-0599-USA,40.27,-76.91
1907, Texas,2009-0599-USA,31.25,-99.25
1909,Douglas,2009-0405-USA,41.3,-96.17
1910, Floyd,2009-0405-USA,36.91,-80.32
1911, Carroll,2009-0405-USA,42.07,-94.87
1912, Fulton,2009-0405-USA,38.85,-91.95
1913, DeKalb,2009-0405-USA,41.93,-88.75
1914, Cobb,2009-0405-USA,38.82,-122.72
1915, Clayton,2009-0405-USA,35.65,-78.46
1917, Alabama,2009-0405-USA,32.75,-86.75
1918, North Carolina,2009-0405-USA,35.5,-80
1920,Los Angeles,2009-0349-USA,34.05,-118.24
1922,Colorado,2010-0690-USA,-22.84,-51.97
1923, Georgia,2010-0690-USA,32.75,-83.5
1924, Illinois,2010-0690-USA,40,-89.25
1925, Kansas,2010-0690-USA,38.5,-98.5
1926, North Carolina,2010-0690-USA,35.5,-80
1927, New Mexico,2010-0690-USA,34.5,-106
1928, Oklahoma,2010-0690-USA,35.49,-97.5
1931,North Carolina,2010-0468-USA,35.5,-80
1932, Virginia,2010-0468-USA,37.55,-77.45
1933, Maryland,2010-0468-USA,39,-76.75
1934, Massachusetts,2010-0468-USA,42.37,-71.11
1936,Illinois,2010-0689-USA,40,-89.25
1937, Indiana,2010-0689-USA,40,-86.25
1938, Iowa,2010-0689-USA,42,-93.5
1939, Kansas,2010-0689-USA,38.5,-98.5
1940, Michigan,2010-0689-USA,44.25,-85.5
1941, Minnesota,2010-0689-USA,46.25,-94.25
1942, Missouri,2010-0689-USA,38.25,-92.5
1943, Montana,2010-0689-USA,43.41,23.23
1945,Alabama,2010-0187-USA,32.75,-86.75
1946, Arkansas,2010-0187-USA,34.75,-92.5
1947, Mississippi,2010-0187-USA,32.75,-89.75
1948, Kentucky,2010-0187-USA,-30.77,151.45
1950,Connecticut,2010-0612-USA,41.67,-72.67
1951, Massachusetts,2010-0612-USA,42.37,-71.11
1952, New Hampshire,2010-0612-USA,43.67,-71.5
1953, New Jersey,2010-0612-USA,40.17,-74.5
1954, New York,2010-0612-USA,40.71,-74.01
1955, Pennsylvania,2010-0612-USA,40.27,-76.91
1959, Alabama,2010-0163-USA,32.75,-86.75
1960, Louisiana,2010-0163-USA,31,-92
1961, Arkansas,2010-0163-USA,34.75,-92.5
1962, Georgia,2010-0163-USA,32.75,-83.5
1964,Arkansas,2010-0663-USA,34.75,-92.5
1965, Missouri,2010-0663-USA,38.25,-92.5
1967,New Jersey,2010-0045-USA,40.17,-74.5
1968, Pennsylvania,2010-0045-USA,40.27,-76.91
1969, Maryland,2010-0045-USA,39,-76.75
1970, North Carolina,2010-0045-USA,35.5,-80
1971, Delaware,2010-0045-USA,39,-75.5
1972, District of Columbia,2010-0045-USA,38.92,-77
1974,New York,2010-0089-USA,40.71,-74.01
1975, District of Columbia,2010-0089-USA,38.92,-77
1976, New Jersey,2010-0089-USA,40.17,-74.5
1977, Pennsylvania,2010-0089-USA,40.27,-76.91
1978, New Hampshire,2010-0089-USA,43.67,-71.5
1979, Massachusetts,2010-0089-USA,42.37,-71.11
1980, Maine,2010-0089-USA,45.5,-69.25
1981, Connecticut,2010-0089-USA,41.67,-72.67
1982, Rhode Island,2010-0089-USA,41.75,-71.5
1987, Fulton,2010-0655-USA,38.85,-91.95
1988, DeKalb,2010-0655-USA,41.93,-88.75
1989, Cobb,2010-0655-USA,38.82,-122.72
1990, Clayton,2010-0655-USA,35.65,-78.46
1992, New York,2010-0655-USA,40.71,-74.01
1993, North Carolina,2010-0655-USA,35.5,-80
1994, Delaware,2010-0655-USA,39,-75.5
1995, Maryland,2010-0655-USA,39,-76.75
1996, Rhode Island,2010-0655-USA,41.75,-71.5
1998,Ferndale,2010-0027-USA,42.46,-83.13
2002,Arkansas,2010-0225-USA,34.75,-92.5
2004,Kern,2010-0651-USA,35.3,-118.67
2005, Orange,2010-0651-USA,33.79,-117.85
2006, Riverside,2010-0651-USA,33.95,-117.4
2007, San Bernardino,2010-0651-USA,34.11,-117.29
2008, San Luis Obispo,2010-0651-USA,35.28,-120.66
2010, Utah,2010-0651-USA,39.25,-111.75
2011, Nevada,2010-0651-USA,39.25,-116.75
2013,Illinois,2011-0195-USA,40,-89.25
2014, Massachusetts,2011-0195-USA,42.37,-71.11
2015, Michigan,2011-0195-USA,44.25,-85.5
2016, Minnesota,2011-0195-USA,46.25,-94.25
2018,Oklahoma,2011-0029-USA,35.55,-97.4
2019, Texas,2011-0029-USA,31.25,-99.25
2020, Missouri,2011-0029-USA,38.25,-92.5
2021, Wisconsin,2011-0029-USA,44.5,-90
2022, Minnesota,2011-0029-USA,46.25,-94.25
2023, Colorado,2011-0029-USA,-22.84,-51.97
2024, Wyoming,2011-0029-USA,43,-107.5
2025, Alabama,2011-0029-USA,32.75,-86.75
2026, Arkansas,2011-0029-USA,34.75,-92.5
2027, Delaware,2011-0029-USA,39,-75.5
2028, Florida,2011-0029-USA,28.75,-82.5
2029, Georgia,2011-0029-USA,32.75,-83.5
2030, Kentucky,2011-0029-USA,-30.77,151.45
2031, Louisiana,2011-0029-USA,31,-92
2032, Maryland,2011-0029-USA,39,-76.75
2033, Mississippi,2011-0029-USA,32.75,-89.75
2034, North Carolina,2011-0029-USA,35.5,-80
2035, South Carolina,2011-0029-USA,34,-81
2036, Tennessee,2011-0029-USA,35.75,-86.25
2037, Virginia,2011-0029-USA,37.55,-77.45
2038, West Virginia,2011-0029-USA,38.5,-80.5
2039, New York,2011-0029-USA,40.71,-74.01
2040, New Jersey,2011-0029-USA,40.17,-74.5
2042,Alabama,2011-0145-USA,32.75,-86.75
2043, Arkansas,2011-0145-USA,34.75,-92.5
2044, Kentucky,2011-0145-USA,-30.77,151.45
2045, Mississippi,2011-0145-USA,32.75,-89.75
2046, Missouri,2011-0145-USA,38.25,-92.5
2047, Tennessee,2011-0145-USA,35.75,-86.25
2049,New York,2011-0328-USA,40.71,-74.01
2050, New Jersey,2011-0328-USA,40.17,-74.5
2051, Pennsylvania,2011-0328-USA,40.27,-76.91
2052, North Carolina,2011-0328-USA,35.5,-80
2053, Virginia,2011-0328-USA,37.55,-77.45
2054, Maryland,2011-0328-USA,39,-76.75
2055, District of Columbia,2011-0328-USA,38.92,-77
2056, Connecticut,2011-0328-USA,41.67,-72.67
2058,Mississippi,2011-0134-USA,32.75,-89.75
2059, Alabama,2011-0134-USA,32.75,-86.75
2060, Oklahoma,2011-0134-USA,35.49,-97.5
2061, Texas,2011-0134-USA,31.25,-99.25
2062, North Carolina,2011-0134-USA,35.5,-80
2064,Jasper,2011-0172-USA,37.2,-94.35
2066,Missouri,2011-0189-USA,38.25,-92.5
2067, Kansas,2011-0189-USA,38.5,-98.5
2069,Illinois,2011-0166-USA,40,-89.25
2070, Missouri,2011-0166-USA,38.25,-92.5
2071, Kentucky,2011-0166-USA,-30.77,151.45
2072, Tennessee,2011-0166-USA,35.75,-86.25
2076,New York,2011-0264-USA,40.71,-74.01
2077, Washington,2011-0264-USA,47.5,-120.5
2078, Texas,2011-0264-USA,31.25,-99.25
2079, Ohio,2011-0264-USA,40.25,-83
2080, Maine,2011-0264-USA,45.5,-69.25
2081, Iowa,2011-0264-USA,42,-93.5
2082, Illinois,2011-0264-USA,40,-89.25
2083, Minnesota,2011-0264-USA,46.25,-94.25
2084, Nebraska,2011-0264-USA,41.5,-99.75
2085, Wisconsin,2011-0264-USA,44.5,-90
2089,Mississippi,2011-0610-USA,32.75,-89.75
2091,Louisiana,2011-0456-USA,31,-92
2092, Mississippi,2011-0456-USA,32.75,-89.75
2093, Alabama,2011-0456-USA,32.75,-86.75
2094, Texas,2011-0456-USA,31.25,-99.25
2095, New York,2011-0456-USA,40.71,-74.01
2096, Pennsylvania,2011-0456-USA,40.27,-76.91
2097, District of Columbia,2011-0456-USA,38.92,-77
2098, Georgia,2011-0456-USA,32.75,-83.5
2099, Maryland,2011-0456-USA,39,-76.75
2100, Tennessee,2011-0456-USA,35.75,-86.25
2102,New York,2011-0444-USA,40.71,-74.01
2103, New Jersey,2011-0444-USA,40.17,-74.5
2104, Connecticut,2011-0444-USA,41.67,-72.67
2106,Colorado,2011-0527-USA,-22.84,-51.97
2108,Illinois,2011-0607-USA,40,-89.25
2109, Indiana,2011-0607-USA,40,-86.25
2110, Iowa,2011-0607-USA,42,-93.5
2111, Kansas,2011-0607-USA,38.5,-98.5
2112, Michigan,2011-0607-USA,44.25,-85.5
2113, Minnesota,2011-0607-USA,46.25,-94.25
2114, Missouri,2011-0607-USA,38.25,-92.5
2115, Nebraska,2011-0607-USA,41.5,-99.75
2116, North Dakota,2011-0607-USA,47.5,-100
2117, Ohio,2011-0607-USA,40.25,-83
2118, South Dakota,2011-0607-USA,44.5,-100.25
2119, Wisconsin,2011-0607-USA,44.5,-90
2120, Alabama,2011-0607-USA,32.75,-86.75
2121, Arkansas,2011-0607-USA,34.75,-92.5
2122, Delaware,2011-0607-USA,39,-75.5
2123, Florida,2011-0607-USA,28.75,-82.5
2124, Georgia,2011-0607-USA,32.75,-83.5
2125, Kentucky,2011-0607-USA,-30.77,151.45
2126, Louisiana,2011-0607-USA,31,-92
2127, Maryland,2011-0607-USA,39,-76.75
2128, Mississippi,2011-0607-USA,32.75,-89.75
2129, North Carolina,2011-0607-USA,35.5,-80
2130, South Carolina,2011-0607-USA,34,-81
2131, Tennessee,2011-0607-USA,35.75,-86.25
2132, Virginia,2011-0607-USA,37.55,-77.45
2133, West Virginia,2011-0607-USA,38.5,-80.5
2134, Maine,2011-0607-USA,45.5,-69.25
2135, New Hampshire,2011-0607-USA,43.67,-71.5
2136, Vermont,2011-0607-USA,44,-72.75
2137, Massachusetts,2011-0607-USA,42.37,-71.11
2138, Rhode Island,2011-0607-USA,41.75,-71.5
2139, Connecticut,2011-0607-USA,41.67,-72.67
2140, New York,2011-0607-USA,40.71,-74.01
2141, New Jersey,2011-0607-USA,40.17,-74.5
2143,Colorado,2011-0608-USA,-22.84,-51.97
2144, Kansas,2011-0608-USA,38.5,-98.5
2145, Montana,2011-0608-USA,43.41,23.23
2146, Nebraska,2011-0608-USA,41.5,-99.75
2147, New Mexico,2011-0608-USA,34.5,-106
2148, North Dakota,2011-0608-USA,47.5,-100
2149, Oklahoma,2011-0608-USA,35.49,-97.5
2150, South Dakota,2011-0608-USA,44.5,-100.25
2151, Texas,2011-0608-USA,31.25,-99.25
2152, Wyoming,2011-0608-USA,43,-107.5
2153, Illinois,2011-0608-USA,40,-89.25
2154, Indiana,2011-0608-USA,40,-86.25
2155, Iowa,2011-0608-USA,42,-93.5
2156, Michigan,2011-0608-USA,44.25,-85.5
2157, Minnesota,2011-0608-USA,46.25,-94.25
2158, Missouri,2011-0608-USA,38.25,-92.5
2159, Nebraska,2011-0608-USA,41.5,-99.75
2160, North Dakota,2011-0608-USA,47.5,-100
2161, Ohio,2011-0608-USA,40.25,-83
2162, South Dakota,2011-0608-USA,44.5,-100.25
2163, Wisconsin,2011-0608-USA,44.5,-90
2164, Maine,2011-0608-USA,45.5,-69.25
2165, New Hampshire,2011-0608-USA,43.67,-71.5
2166, Vermont,2011-0608-USA,44,-72.75
2167, Massachusetts,2011-0608-USA,42.37,-71.11
2168, Rhode Island,2011-0608-USA,41.75,-71.5
2169, Connecticut,2011-0608-USA,41.67,-72.67
2170, New York,2011-0608-USA,40.71,-74.01
2171, New Jersey,2011-0608-USA,40.17,-74.5
2172, Pennsylvania,2011-0608-USA,40.27,-76.91
2174,Montana,2011-0646-USA,43.41,23.23
2175, North Dakota,2011-0646-USA,47.5,-100
2176, South Dakota,2011-0646-USA,44.5,-100.25
2177, Iowa,2011-0646-USA,42,-93.5
2179,Illinois,2011-0609-USA,40,-89.25
2180, Indiana,2011-0609-USA,40,-86.25
2181, Iowa,2011-0609-USA,42,-93.5
2182, Kansas,2011-0609-USA,38.5,-98.5
2183, Michigan,2011-0609-USA,44.25,-85.5
2184, Minnesota,2011-0609-USA,46.25,-94.25
2185, Missouri,2011-0609-USA,38.25,-92.5
2186, Nebraska,2011-0609-USA,41.5,-99.75
2187, North Dakota,2011-0609-USA,47.5,-100
2188, Ohio,2011-0609-USA,40.25,-83
2189, South Dakota,2011-0609-USA,44.5,-100.25
2190, Wisconsin,2011-0609-USA,44.5,-90
2191, Alabama,2011-0609-USA,32.75,-86.75
2192, Arkansas,2011-0609-USA,34.75,-92.5
2193, Delaware,2011-0609-USA,39,-75.5
2194, Florida,2011-0609-USA,28.75,-82.5
2195, Georgia,2011-0609-USA,32.75,-83.5
2196, Kentucky,2011-0609-USA,-30.77,151.45
2197, Louisiana,2011-0609-USA,31,-92
2198, Maryland,2011-0609-USA,39,-76.75
2199, Mississippi,2011-0609-USA,32.75,-89.75
2200, North Carolina,2011-0609-USA,35.5,-80
2201, South Carolina,2011-0609-USA,34,-81
2202, Tennessee,2011-0609-USA,35.75,-86.25
2203, Virginia,2011-0609-USA,37.55,-77.45
2204, West Virginia,2011-0609-USA,38.5,-80.5
2205, Colorado,2011-0609-USA,-22.84,-51.97
2206, Kansas,2011-0609-USA,38.5,-98.5
2207, Montana,2011-0609-USA,43.41,23.23
2208, Nebraska,2011-0609-USA,41.5,-99.75
2209, New Mexico,2011-0609-USA,34.5,-106
2210, North Dakota,2011-0609-USA,47.5,-100
2211, Oklahoma,2011-0609-USA,35.49,-97.5
2212, South Dakota,2011-0609-USA,44.5,-100.25
2213, Texas,2011-0609-USA,31.25,-99.25
2215,Illinois,2011-0611-USA,40,-89.25
2216, Indiana,2011-0611-USA,40,-86.25
2217, Iowa,2011-0611-USA,42,-93.5
2218, Kansas,2011-0611-USA,38.5,-98.5
2219, Michigan,2011-0611-USA,44.25,-85.5
2220, Minnesota,2011-0611-USA,46.25,-94.25
2221, Missouri,2011-0611-USA,38.25,-92.5
2222, Nebraska,2011-0611-USA,41.5,-99.75
2223, North Dakota,2011-0611-USA,47.5,-100
2224, Ohio,2011-0611-USA,40.25,-83
2225, South Dakota,2011-0611-USA,44.5,-100.25
2226, Wisconsin,2011-0611-USA,44.5,-90
2227, New York,2011-0611-USA,40.71,-74.01
2228, New Jersey,2011-0611-USA,40.17,-74.5
2230,Arizona,2011-0639-USA,34.5,-111.5
2231, Minnesota,2011-0639-USA,46.25,-94.25
2232, Texas,2011-0639-USA,31.25,-99.25
2234,Texas,2011-9363-USA,31.25,-99.25
2235, Oklahoma,2011-9363-USA,35.49,-97.5
2236, New Mexico,2011-9363-USA,34.5,-106
2237, Arizona,2011-9363-USA,34.5,-111.5
2238, Kansas,2011-9363-USA,38.5,-98.5
2240,New York,2012-0410-USA,40.71,-74.01
2241, New Jersey,2012-0410-USA,40.17,-74.5
2242, Pennsylvania,2012-0410-USA,40.27,-76.91
2243, Connecticut,2012-0410-USA,41.67,-72.67
2244, Ohio,2012-0410-USA,40.25,-83
2245, Delaware,2012-0410-USA,39,-75.5
2246, Rhode Island,2012-0410-USA,41.75,-71.5
2247, Maryland,2012-0410-USA,39,-76.75
2248, Massachusetts,2012-0410-USA,42.37,-71.11
2249, Maine,2012-0410-USA,45.5,-69.25
2250, New Hampshire,2012-0410-USA,43.67,-71.5
2251, North Carolina,2012-0410-USA,35.5,-80
2252, Vermont,2012-0410-USA,44,-72.75
2253, Virginia,2012-0410-USA,37.55,-77.45
2254, District of Columbia,2012-0410-USA,38.92,-77
2256,Alabama,2012-0060-USA,32.75,-86.75
2257, Tennessee,2012-0060-USA,35.75,-86.25
2258, Illinois,2012-0060-USA,40,-89.25
2259, Kentucky,2012-0060-USA,-30.77,151.45
2260, Indiana,2012-0060-USA,40,-86.25
2261, Ohio,2012-0060-USA,40.25,-83
2262, Georgia,2012-0060-USA,32.75,-83.5
2263, Florida,2012-0060-USA,28.75,-82.5
2264, Mississippi,2012-0060-USA,32.75,-89.75
2265, North Carolina,2012-0060-USA,35.5,-80
2267,Illinois,2012-9235-USA,40,-89.25
2268, Indiana,2012-9235-USA,40,-86.25
2269, Iowa,2012-9235-USA,42,-93.5
2270, Kansas,2012-9235-USA,38.5,-98.5
2271, Michigan,2012-9235-USA,44.25,-85.5
2272, Minnesota,2012-9235-USA,46.25,-94.25
2273, Missouri,2012-9235-USA,38.25,-92.5
2274, Nebraska,2012-9235-USA,41.5,-99.75
2275, North Dakota,2012-9235-USA,47.5,-100
2276, Ohio,2012-9235-USA,40.25,-83
2277, South Dakota,2012-9235-USA,44.5,-100.25
2279,Illinois,2012-9489-USA,40,-89.25
2280, Indiana,2012-9489-USA,40,-86.25
2281, Iowa,2012-9489-USA,42,-93.5
2282, Kansas,2012-9489-USA,38.5,-98.5
2283, Michigan,2012-9489-USA,44.25,-85.5
2284, Minnesota,2012-9489-USA,46.25,-94.25
2285, Missouri,2012-9489-USA,38.25,-92.5
2286, Nebraska,2012-9489-USA,41.5,-99.75
2287, North Dakota,2012-9489-USA,47.5,-100
2288, Ohio,2012-9489-USA,40.25,-83
2289, South Dakota,2012-9489-USA,44.5,-100.25
2290, Wisconsin,2012-9489-USA,44.5,-90
2291, Arizona,2012-9489-USA,34.5,-111.5
2292, California,2012-9489-USA,38.3,-76.51
2293, Colorado,2012-9489-USA,-22.84,-51.97
2294, Nevada,2012-9489-USA,39.25,-116.75
2295, New Mexico,2012-9489-USA,34.5,-106
2296, Oklahoma,2012-9489-USA,35.49,-97.5
2297, Texas,2012-9489-USA,31.25,-99.25
2299,Mississippi,2012-0313-USA,32.75,-89.75
2302,Oklahoma,2012-0612-USA,35.55,-97.4
2303, Kansas,2012-0612-USA,38.5,-98.5
2304, Minnesota,2012-0612-USA,46.25,-94.25
2305, Texas,2012-0612-USA,31.25,-99.25
2306, Pennsylvania,2012-0612-USA,40.27,-76.91
2308,Colorado,2012-0613-USA,-22.84,-51.97
2310,Texas,2012-0614-USA,31.25,-99.25
2312,Ohio,2012-0615-USA,40.25,-83
2313, Minnesota,2012-0615-USA,46.25,-94.25
2314, Pennsylvania,2012-0615-USA,40.27,-76.91
2315, Michigan,2012-0615-USA,44.25,-85.5
2317,Missouri,2012-0616-USA,38.25,-92.5
2318, Pennsylvania,2012-0616-USA,40.27,-76.91
2319, Virginia,2012-0616-USA,37.55,-77.45
2320, Arkansas,2012-0616-USA,34.75,-92.5
2321, Oklahoma,2012-0616-USA,35.49,-97.5
2322, Maryland,2012-0616-USA,39,-76.75
2324,Jefferson,2012-0010-USA,38.18,-85.65
2326,Nebraska,2012-0055-USA,41.5,-99.75
2327, Kansas,2012-0055-USA,38.5,-98.5
2328, Missouri,2012-0055-USA,38.25,-92.5
2329, Illinois,2012-0055-USA,40,-89.25
2330, Indiana,2012-0055-USA,40,-86.25
2332,Dallas,2012-0122-USA,32.77,-96.78
2334,Oklahoma,2012-0156-USA,35.55,-97.4
2335, Kansas,2012-0156-USA,38.5,-98.5
2336, Iowa,2012-0156-USA,42,-93.5
2337, Nebraska,2012-0156-USA,41.5,-99.75
2338, South Dakota,2012-0156-USA,44.5,-100.25
2340,Wisconsin,2012-0486-USA,44.5,-90
2341, Iowa,2012-0486-USA,42,-93.5
2342, Nebraska,2012-0486-USA,41.5,-99.75
2344,Texas,2012-0493-USA,31.25,-99.25
2345, Louisiana,2012-0493-USA,31,-92
2346, Alabama,2012-0493-USA,32.75,-86.75
2347, Mississippi,2012-0493-USA,32.75,-89.75
2348, Arkansas,2012-0493-USA,34.75,-92.5
2349, Indiana,2012-0493-USA,40,-86.25
2350, Pennsylvania,2012-0493-USA,40.27,-76.91
2351, Virginia,2012-0493-USA,37.55,-77.45
2352, New York,2012-0493-USA,40.71,-74.01
2354,Oregon,2012-0611-USA,44,-120.5
2356,Ohio,2012-0503-USA,40.25,-83
2357, Virginia,2012-0503-USA,37.55,-77.45
2358, Maryland,2012-0503-USA,39,-76.75
2359, West Virginia,2012-0503-USA,38.5,-80.5
2360, District of Columbia,2012-0503-USA,38.92,-77
2361, Illinois,2012-0503-USA,40,-89.25
2362, Indiana,2012-0503-USA,40,-86.25
2363, Kentucky,2012-0503-USA,-30.77,151.45
2364, New Jersey,2012-0503-USA,40.17,-74.5
2365, North Carolina,2012-0503-USA,35.5,-80
2367,Missouri,2012-0601-USA,38.25,-92.5
2368, Illinois,2012-0601-USA,40,-89.25
2369, Kentucky,2012-0601-USA,-30.77,151.45
2370, Texas,2012-0601-USA,31.25,-99.25
2372,Bay,2012-0177-USA,43.73,-84.02
2373, Calhoun,2012-0177-USA,34.5,-84.95
2375, Franklin,2012-0177-USA,35.93,-86.87
2376, Gadsden,2012-0177-USA,34.01,-86.01
2379, Jackson,2012-0177-USA,32.3,-90.18
2380, Jefferson,2012-0177-USA,38.86,-77.19
2381, Leon,2012-0177-USA,21.12,-101.67
2382, Liberty,2012-0177-USA,39.25,-94.42
2383, Madison,2012-0177-USA,43.07,-89.4
2385, Santa Rosa,2012-0177-USA,14.31,121.11
2386, Taylor,2012-0177-USA,42.24,-83.27
2388, Walton,2012-0177-USA,38.88,-84.61
2390, Alabama,2012-0177-USA,32.75,-86.75
2391, Mississippi,2012-0177-USA,32.75,-89.75
2393,Bay,2012-0176-USA,43.73,-84.02
2394, Calhoun,2012-0176-USA,34.5,-84.95
2396, Franklin,2012-0176-USA,35.93,-86.87
